Johnston	40.54534	-81.36956
Kenmore	38.95455	-77.26915
Dumfries	-24.75516	31.2984
Amsterdam	14.3481	120.94402
England	14.32689	120.97685
Hague	38.07235	-76.65107
Stuarts	-46.52841	169.4401
Paris	40.40368	-80.51257
Castillon	50.24715	4.35359
Naples	14.32771	120.97567
Alsatia	32.61291	-91.18233
Bagnoles-de-l'Orne	48.5572	-0.41383
Dom-le-Mesnil	49.69012	4.80363
France	52.3764	4.902
Poland	14.32581	120.9775
Istanbul	41.01384	28.94966
Smolensk	54.7818	32.0401
Regensburg	49.01681	12.09536
Maastricht	50.84833	5.68889
Diest	50.98923	5.05062
Plymouth	40.99561	-82.66712
Warwick	37.45904	-77.42276
Man of War	45.33345	-60.94851
Brest	48.39029	-4.48628
Whitehall	39.17421	-86.68445
Dover	35.40147	-93.11434
Barque	19.8	-72.46667
Rome	43.21285	-75.45573
Terra Nova	27.9466	-82.4871
Marino	53.37022	-6.23646
Spain	30.86464	-83.53794
Venice	14.32641	120.97603
Bashaw	45.76911	-92.06324
Buda	48.66681	-89.81685
Rhodes	28.0603	-82.2882
Barbary	-34.61323	148.01338
Candia	43.07786	-71.27673
Dalmatia	40.65425	-76.90248
Picardie	50	3.5
Fontainebleau	42.30285	-82.9749
Brussels	14.32037	120.95255
Susa	45.13677	7.05809
Sweden	44.1334	-70.82257
Hollander	51.285	5.85417
Russia	41.04065	-74.53266
Denmark	39.26976	-87.02584
Inverness	18.27531	-77.36862
Hoy	39.31788	-78.55196
Garmouth	57.66453	-3.10875
Vnesh	42.58306	20.46833
Sutherland	42.30009	-83.06655
Auchness	57.98333	-4.58333
Assinie-Mafia	5.13384	-3.29096
Caithness-shire	58.41667	-3.5
Seaford	38.64123	-75.61104
Glencairn	-25.06622	31.10175
Montrose	37.5207	-77.37831
Palm Harbor	28.07807	-82.76371
Skelbo	57.92725	-4.04271
Glengary	42.56503	-83.5041
Athol	-24.71636	31.34584
Forbes	45.43333	-75.63333
Aberdeen	18.20508	-77.67932
Aucilla (historical)	30.41687	-83.76655
Stafford	41.98482	-72.28897
Harwich	42.38339	-82.03309
Wales	-24.7	30.98333
Melrose	41.9376	-72.5212
Peterboro	42.96729	-75.68796
England	14.32689	120.97685
Lower City	41.92482	-73.27623
Scotland	39.04066	-77.15915
London	40.91033	-82.62934
Dalkeith	45.45009	-74.58256
Kincardineshire	56.91667	-2.5
Stirling	40.67205	-74.49488
Athol	45.32013	-74.8936
Weems	40.28618	-80.75425
Montrose	34.20639	-118.22424
Ernée	48.29764	-0.93143
Drummond	38.97011	-77.09748
Naples	14.32771	120.97567
Catalonia	41.82046	1.86768
Milan	39.12117	-85.13135
Rome	43.21285	-75.45573
Sambuci	41.98612	12.93799
Barberini	43.86667	12.18333
Venice	14.32641	120.97603
Dalmatia	40.65425	-76.90248
Istanbul	41.01384	28.94966
Lago di Candia	45.31667	7.9
Corfu	42.96006	-78.40558
Zante	36.11467	-119.04566
Pinerolo	44.88534	7.33135
Turin	45.21154	7.73357
Faransā	33.52556	36.28577
Frankfurt am Main	50.11552	8.68417
Poland	14.32581	120.9775
Landkreis Regensburg	49.05215	12.07968
Vienna	38.90122	-77.26526
Hamburg	38.3834	-85.76746
Saxony Pen	17.95	-77.35
Liège Province	50.63427	5.56543
England	14.32689	120.97685
Mylor	-35.04303	138.759
Cornwall	41.84371	-73.32928
Barque	19.8	-72.46667
St. Ives	43.15722	-81.16667
Bayonne	40.66871	-74.11431
Dutchman	39.06064	-81.16511
Maastricht	50.84833	5.68889
Constantia	43.24785	-76.0002
Suwīsrā	33.51892	36.28666
Texel	-27.6995	26.86868
Paris	40.40368	-80.51257
Villanova	40.03733	-75.34908
Languedoc	-23.87643	30.41693
Biscay	44.82746	-94.27498
Provence	19.53333	-72.1
Luxemburg	43.39589	-80.7069
Namun	-1.85906	115.63282
Antwerp	51.209	4.43
Asbāniyā	33.52062	36.28286
Saint Helens Point	-41.28026	148.35766
Alsatia	32.61291	-91.18233
Conde	45.15719	-98.09759
Flanders	40.84565	-74.69488
St. Germans	50.40836	-4.34878
Blois	47.59306	1.32722
Mazarin	50.66667	3.86667
Germany	14.32722	120.97739
Lago di Candia	45.31667	7.9
Italy	33.52183	36.2805
Genoa	38.12203	-82.45987
Massena	44.9281	-74.89186
Sicily	39.79899	-76.29107
Madrid	44.75034	-75.13104
Florence	40.43229	-80.43368
Stenay	49.49	5.18556
Clermont	18.25922	-76.86437
Verdun	49.15964	5.3829
Scotland	39.04066	-77.15915
Lower City	41.92482	-73.27623
Scarborough	18.3	-77.38333
Sunderland	42.46675	-72.5787
Hartlepool	54.66667	-1.25
Newcastle	18.0667	-76.716
Amsterdam	14.3481	120.94402
Eastland	39.75455	-76.11523
Hague	38.07235	-76.65107
Malta	39.64924	-81.86208
Dover	43.19786	-70.87367
St Helens	53.45	-2.73333
Dunkirk	38.72178	-76.66052
Wade	39.44063	-81.17261
Leith	39.45535	-81.15039
Sutherland	36.97482	-82.63571
Honley Railway Station	53.6082	-1.7809
Auchness	57.98333	-4.58333
Strathdearn	57.36667	-4
Glencairn	42.07896	-76.48966
Pie Corner	13.30539	-59.58665
Vaughan	32.80652	-90.04175
Hampton Court	38.44151	-75.4977
Herefordshire	52.10368	-2.74512
Lancaster	37.76986	-76.46634
St. Johns	43.08111	-79.265
England	14.32689	120.97685
Ireland	39.25563	-81.77152
Scotland	39.04066	-77.15915
London	51.50853	-0.12574
Dover	40.88399	-74.5621
England	14.32689	120.97685
Gravesend	51.44206	0.37106
City of Westminster	51.4975	-0.1357
Frankfort	40.50871	-74.68322
Brandenburg	54.5	9.18333
Bilzen	50.87325	5.5184
Earle	40.22539	-74.14014
Merode	50.8386	4.4004
Huy	54.21667	9.51667
Regensburg	49.01681	12.09536
Vienna	38.90122	-77.26526
Ukraine	49	32
Venice	14.32641	120.97603
Candia	43.07786	-71.27673
Saltåna	59.85395	6.35711
Candia	43.07786	-71.27673
Dalmatia	40.65425	-76.90248
Bosnia and Herzegovina	44.25	17.83333
Milan	32.0174	-83.06265
Naples	14.32771	120.97567
Germany	14.32722	120.97739
Cartagena	21.2	-77.5
Cagliari	-30.24671	27.03918
Sardinia	39.15394	-85.63108
Turin	53.56795	-7.19123
Paris	40.40368	-80.51257
Paris 06 Luxembourg	48.8493	2.33
Navøy	60.14133	5.12356
Lorraine	43.76646	-75.95936
Nantes	45.63338	-71.03235
America	51.43667	5.97917
France	52.3764	4.902
Guyana	5	-59
Bassée	50.43258	4.39882
Arrondissement de Blois	47.67966	1.39076
Lancaster	37.76986	-76.46634
Roberta	33.09595	-86.80693
Dalkeith	55.89317	-3.06806
Weems	37.65486	-76.44384
Glencairn	42.07896	-76.48966
Kenmore	38.95455	-77.26915
Leith	55.9713	-3.1723
Montrose	37.5207	-77.37831
Drummond	38.97011	-77.09748
Lough Key	54	-8.25
Kerr	38.87286	-82.2607
Scotland	39.04066	-77.15915
Flanders	40.84565	-74.69488
City of London	51.51279	-0.09184
City of Westminster	51.4975	-0.1357
Whitehall	51.5042	-0.1264
Chester	40.78427	-74.69683
Ireland	39.25563	-81.77152
Ayr	43.2834	-80.44968
Upsal	40.04483	-75.19796
Sweden	44.1334	-70.82257
Russia	41.04065	-74.53266
Versailles	41.60177	-72.0373
Rome	43.21285	-75.45573
Brussels	14.32037	120.95255
Diest	50.98923	5.05062
Liège Province	50.63427	5.56543
Vilean	37.87921	-91.55904
Murray	38.89564	-81.64013
Glenlyn	-28.96667	29.9
Balloch	56	-4.58333
Monteith	41.63138	-94.42858
Lenox	43.0584	-75.70435
Dunkel	39.4681	-89.06286
Portugal	-24.16667	29.25
Aldgate	51.51342	-0.0771
Milford Haven	37.48152	-76.28216
Isle of Wight	36.90765	-76.70773
Denmark	39.26976	-87.02584
Williamson	39.85315	-77.7975
Jos	47.37866	8.81475
Nath	30.87489	70.15083
Cornhill	51.51336	-0.08597
Nahom Yahudi	31.8	47.15
Edinburgh	39.1802	-77.1452
Great Britain	54	-2
Exeter	41.61982	-72.26425
Newberry	53.13361	-6.725
England	14.32689	120.97685
Ireland	25.22138	55.15846
Scotland	39.04066	-77.15915
Leicestershire	52.66667	-1
England	14.32689	120.97685
Scotland	39.04066	-77.15915
Ireland	25.22138	55.15846
Leicester	52.63333	-1.13333
Paris	38.82422	-85.63385
Arrondissement de Perpignan	42.76452	2.85333
Ferte	18.43333	-72.4
Luxemburg	44.53861	-87.70398
Brussels	14.32037	120.95255
Frankfort	52.4575	-7.42056
Regensburg	49.01513	12.10161
Vienna	38.90122	-77.26526
Arrondissement of Liège	50.63378	5.56509
Lorraine	37.56792	-77.61999
Poland	14.32581	120.9775
Kempen	51.09356	6.09961
Glencairn	42.07896	-76.48966
Kenmore	38.95455	-77.26915
Aberdeen	38.90534	-84.98745
Dunolly	-18.13062	31.03899
Glasgow	39.60483	-75.74521
Leith	55.9713	-3.1723
Market Cross	-41.25	172.13333
Edinburgh	39.1802	-77.1452
River Humber	53.54541	0.10471
Newcastle	53.30111	-6.50222
Humber	43.90011	-79.81634
Man of War	45.33345	-60.94851
Zealand Forest Camp	44.26451	-71.49508
Grimsby	43.20011	-79.56631
Italy	33.52183	36.2805
Naples	14.32771	120.97567
Catalonia	42	2
Milan	39.12117	-85.13135
Venice	14.32641	120.97603
Istanbul	41.01384	28.94966
Lago di Candia	45.31667	7.9
Condia	-6.58448	14.6976
Turin	45.21154	7.73357
Pinerolo	44.88534	7.33135
Naẖal Peres	30.98592	35.32729
Namur	44.73472	-87.6701
Germany	14.32722	120.97739
Antwerpen	51.2663	4.37077
Faransā	33.52556	36.28577
Hague	38.07235	-76.65107
Suwīsrā	33.51892	36.28666
Uttar Pradesh	27.25	80.75
Zealand Forest Camp	44.26451	-71.49508
Gemeente Utrecht	52.09675	5.03708
Friesland	51.9425	6.17639
Overyssel	-23.65997	28.1601
Guilderland	42.70452	-73.91151
Vester Grønning	56.64829	9.04933
Rotterdam	51.9225	4.47917
Nantes	-24.07948	29.35
Scilly	51.70639	-8.52167
Samaritan Estate	12.20441	-61.66732
Bristol	41.67176	-72.94927
Plymouth	41.67204	-73.05289
Warwick	39.41678	-75.77827
Dover	43.19786	-70.87367
Brandenburg	52.18333	5.25
Dalkeith	55.89317	-3.06806
Dundee Rd. West Bay	45.69876	-61.1338
Oates	48.38346	-82.5082
Kildrummy	57.23803	-2.88048
Upsall	54.26944	-1.30355
As Suwīd	33.51588	36.28612
City of London	35.32725	-93.2412
Gloucestershire	51.83333	-2.16667
Brewster	40.707	-81.59818
Ludgate	45.88338	-80.53301
Pie Corner	13.30539	-59.58665
Temple Bar	38.24568	-76.42301
Old Castle	48.7772	9.17917
Putney	41.2351	-73.11178
Piatto	45.58986	8.13532
Sadler	37.35783	-86.33414
